dataset,algorithm,k,g,p,Run_Time,KG_Time,Main_Time,Ng_Time,N^g_Count,num_kg_node,num_kg_edge,num_remain_node,num_remain_edge
Aminer,ASAP,7,7,0.2,1057.2028,1045.6861,9.8793,0.9252,7109.0,17009.0,17120546.0,16742.0,122414.0
Aminer,ASAP,7,7,0.4,1044.3704,1031.9713,10.8045,1.5707,16103.0,17009.0,17120546.0,13752.0,37312.0
Aminer,ASAP,7,7,0.6,1045.4913,1032.5859,11.3259,1.3523,19570.0,17009.0,17120546.0,8256.0,10268.0
Aminer,ASAP,7,7,0.8,1053.3884,1041.106,10.6001,0.4176,19075.0,17009.0,17120546.0,1857.0,2214.0
Aminer,ASAP,7,7,1.0,1055.026,1043.0306,10.3415,0.0421,17095.0,17009.0,17120546.0,205.0,407.0
Aminer,ASAP,8,8,0.8,996.7808,985.0332,10.1347,0.2496,12656.0,11316.0,17120546.0,865.0,1306.0
Aminer,ASAP,9,9,0.8,1031.1985,1019.6503,9.8824,0.1983,9257.0,8282.0,17120546.0,595.0,746.0
Aminer,ASAP,10,10,0.8,1030.7312,1019.3799,9.697,0.1372,6881.0,6303.0,17120546.0,402.0,558.0
Cooking,naive,3,3,0.8,3.408,2.0693,1.3365,1.3236,1397.0,2980.0,39774.0,2946.0,38848.0
Cooking,naive,5,5,0.8,3.4839,2.0653,1.4165,1.3987,1683.0,1870.0,39774.0,1850.0,37410.0
Cooking,naive,10,10,0.8,4.9448,2.1934,2.7492,2.7114,2346.0,910.0,39774.0,849.0,30751.0
Cooking,naive,20,20,0.8,3.1233,2.2857,0.8356,0.7069,1167.0,385.0,39774.0,0.0,0.0
Cooking,naive,30,30,0.8,2.7935,2.5101,0.2811,0.1763,358.0,179.0,39774.0,0.0,0.0
Cooking,naive,40,40,0.8,2.652,2.5285,0.1214,0.04,204.0,102.0,39774.0,0.0,0.0
Cooking,naive,50,50,0.8,2.861,2.8349,0.0242,0.0,0.0,0.0,39774.0,0.0,0.0
Cooking,naive,60,60,0.8,2.8542,2.8272,0.0251,0.0,0.0,0.0,39774.0,0.0,0.0
Cooking,naive,70,70,0.8,2.9248,2.8975,0.0254,0.0,0.0,0.0,39774.0,0.0,0.0
Cooking,ASAP,3,3,0.8,2.9612,2.0731,0.8844,0.8464,1146.0,2980.0,39774.0,2946.0,38848.0
Cooking,ASAP,5,5,0.8,3.101,2.128,0.9696,0.9292,1415.0,1870.0,39774.0,1850.0,37410.0
Cooking,ASAP,10,10,0.8,3.0187,2.1546,0.8608,0.7978,1015.0,910.0,39774.0,849.0,30751.0
Cooking,ASAP,20,20,0.8,3.164,2.3616,0.8002,0.6208,827.0,385.0,39774.0,0.0,0.0
Cooking,ASAP,30,30,0.8,2.6744,2.4442,0.228,0.1003,201.0,179.0,39774.0,0.0,0.0
Cooking,ASAP,40,40,0.8,2.6811,2.5565,0.1224,0.0187,103.0,102.0,39774.0,0.0,0.0
Cooking,ASAP,50,50,0.8,2.8824,2.852,0.0285,0.0,0.0,0.0,39774.0,0.0,0.0
Cooking,ASAP,60,60,0.8,2.8691,2.8395,0.0277,0.0,0.0,0.0,39774.0,0.0,0.0
Cooking,ASAP,70,70,0.8,2.9042,2.8713,0.0309,0.0,0.0,0.0,39774.0,0.0,0.0
Dawn,naive,3,3,0.8,2.2324,1.5762,0.6525,0.6301,940.0,879.0,87104.0,861.0,81958.0
Dawn,naive,5,5,0.8,2.5141,1.6181,0.8923,0.8621,1007.0,561.0,87104.0,533.0,75108.0
Dawn,naive,10,10,0.8,2.5497,1.6152,0.9312,0.8919,827.0,303.0,87104.0,278.0,60955.0
Dawn,naive,20,20,0.8,3.401,1.69,1.7073,1.614,1142.0,145.0,87104.0,77.0,28501.0
Dawn,naive,30,30,0.8,2.0659,1.7328,0.3295,0.2012,160.0,80.0,87104.0,0.0,0.0
Dawn,naive,40,40,0.8,2.0143,1.9705,0.0404,0.0,0.0,0.0,87104.0,0.0,0.0
Dawn,naive,50,50,0.8,2.2817,2.2116,0.0652,0.0,0.0,0.0,87104.0,0.0,0.0
Dawn,naive,60,60,0.8,1.9975,1.9547,0.0395,0.0,0.0,0.0,87104.0,0.0,0.0
Dawn,naive,70,70,0.8,1.9905,1.9473,0.0399,0.0,0.0,0.0,87104.0,0.0,0.0
Dawn,ASAP,3,3,0.8,2.0152,1.5977,0.4114,0.3797,658.0,879.0,87104.0,861.0,81958.0
Dawn,ASAP,5,5,0.8,2.008,1.5928,0.4114,0.3709,578.0,561.0,87104.0,533.0,75108.0
Dawn,ASAP,10,10,0.8,2.0178,1.6341,0.3802,0.3285,368.0,303.0,87104.0,278.0,60955.0
Dawn,ASAP,20,20,0.8,2.591,1.6714,0.9161,0.804,648.0,145.0,87104.0,77.0,28501.0
Dawn,ASAP,30,30,0.8,2.1428,1.7509,0.3882,0.2392,147.0,80.0,87104.0,0.0,0.0
Dawn,ASAP,40,40,0.8,1.9736,1.9277,0.0424,0.0,0.0,0.0,87104.0,0.0,0.0
Dawn,ASAP,50,50,0.8,1.9879,1.9404,0.0441,0.0,0.0,0.0,87104.0,0.0,0.0
Dawn,ASAP,60,60,0.8,1.9712,1.9251,0.0425,0.0,0.0,0.0,87104.0,0.0,0.0
Dawn,ASAP,70,70,0.8,1.9812,1.9334,0.0444,0.0,0.0,0.0,87104.0,0.0,0.0
Genres,naive,3,3,0.8,19.8589,16.5703,3.2611,3.1398,150.0,994.0,887451.0,994.0,886903.0
Genres,naive,5,5,0.8,20.1621,16.6366,3.4971,3.3739,217.0,808.0,887451.0,808.0,886170.0
Genres,naive,7,7,0.8,20.114,16.5129,3.5725,3.4471,269.0,684.0,887451.0,684.0,885306.0
Genres,naive,10,10,0.8,20.5093,16.8233,3.6559,3.5265,300.0,571.0,887451.0,571.0,883982.0
Genres,naive,20,20,0.8,22.75,16.6888,6.0327,5.8966,378.0,379.0,887451.0,378.0,877900.0
Genres,naive,30,30,0.8,20.0158,16.3722,3.6174,3.4763,272.0,286.0,887451.0,286.0,871581.0
Genres,naive,40,40,0.8,20.383,16.8471,3.5058,3.3587,225.0,226.0,887451.0,226.0,862490.0
Genres,naive,50,50,0.8,22.8813,16.6728,6.1814,6.026,282.0,190.0,887451.0,189.0,850579.0
Genres,naive,60,60,0.8,23.3323,16.8673,6.4347,6.2639,289.0,160.0,887451.0,159.0,834895.0
Genres,naive,70,70,0.8,28.4839,16.8801,11.5769,11.3192,463.0,122.0,887451.0,104.0,785528.0
Genres,ASAP,3,3,0.8,19.6263,16.4076,3.1813,3.0474,138.0,994.0,887451.0,994.0,886903.0
Genres,ASAP,5,5,0.8,20.358,16.8505,3.4645,3.3304,205.0,808.0,887451.0,808.0,886170.0
Genres,ASAP,7,7,0.8,20.3841,16.7266,3.6284,3.4862,257.0,684.0,887451.0,684.0,885306.0
Genres,ASAP,10,10,0.8,20.1152,16.4434,3.6447,3.5065,286.0,571.0,887451.0,571.0,883982.0
Genres,ASAP,20,20,0.8,20.6102,16.8356,3.7438,3.5883,312.0,379.0,887451.0,378.0,877900.0
Genres,ASAP,30,30,0.8,20.2246,16.539,3.6587,3.5042,271.0,286.0,887451.0,286.0,871581.0
Genres,ASAP,40,40,0.8,20.3928,16.8079,3.5541,3.3819,225.0,226.0,887451.0,226.0,862490.0
Genres,ASAP,50,50,0.8,20.1248,16.5876,3.5097,3.3366,192.0,190.0,887451.0,189.0,850579.0
Genres,ASAP,60,60,0.8,20.2288,16.8283,3.3717,3.1765,161.0,160.0,887451.0,159.0,834895.0
Genres,ASAP,70,70,0.8,23.7276,16.8508,6.8502,6.5441,288.0,122.0,887451.0,104.0,785528.0
Gowalla,naive,3,3,0.8,83.3275,48.9116,34.3452,33.4555,68874.0,61376.0,1280969.0,58468.0,1036544.0
Gowalla,naive,4,4,0.8,141.9976,50.4358,91.4863,89.5699,174051.0,44529.0,1280969.0,24468.0,557386.0
Gowalla,naive,5,5,0.8,101.9936,52.535,49.3828,46.8049,124966.0,31822.0,1280969.0,5795.0,153929.0
Gowalla,naive,6,6,0.8,79.3898,54.9069,24.4075,21.8183,78098.0,22968.0,1280969.0,500.0,32715.0
Gowalla,naive,7,7,0.8,67.5585,56.1644,11.3173,9.1631,45509.0,17050.0,1280969.0,187.0,9997.0
Gowalla,naive,8,8,0.8,64.3033,57.5096,6.7212,4.8361,30597.0,12794.0,1280969.0,115.0,6237.0
Gowalla,naive,9,9,0.8,63.492,58.8751,4.541,2.7761,21614.0,9691.0,1280969.0,63.0,1766.0
Gowalla,naive,10,10,0.8,63.9361,60.4737,3.3857,1.7751,16042.0,7448.0,1280969.0,59.0,1727.0
Gowalla,naive,11,11,0.8,63.5925,60.894,2.6213,1.1826,12243.0,5820.0,1280969.0,59.0,1727.0
Gowalla,naive,12,12,0.8,63.3369,61.0272,2.2317,0.9167,9850.0,4711.0,1280969.0,58.0,1727.0
Gowalla,ASAP,3,3,0.8,70.7584,48.9682,21.6477,20.009,48265.0,61376.0,1280969.0,58468.0,1036544.0
Gowalla,ASAP,4,4,0.8,89.927,50.4308,39.3567,36.1647,99492.0,44529.0,1280969.0,24468.0,557386.0
Gowalla,ASAP,5,5,0.8,82.7161,52.6135,29.9643,26.1728,77625.0,31822.0,1280969.0,5795.0,153929.0
Gowalla,ASAP,6,6,0.8,72.7229,54.5408,18.0292,14.7942,48794.0,22968.0,1280969.0,500.0,32715.0
Gowalla,ASAP,7,7,0.8,66.2945,56.3176,9.8393,7.2392,28257.0,17050.0,1280969.0,187.0,9997.0
Gowalla,ASAP,8,8,0.8,64.6721,58.5442,5.9945,3.7012,17980.0,12794.0,1280969.0,115.0,6237.0
Gowalla,ASAP,9,9,0.8,62.59,58.7061,3.7491,1.8309,12095.0,9691.0,1280969.0,63.0,1766.0
Gowalla,ASAP,10,10,0.8,62.8437,59.8714,2.8322,1.1392,8764.0,7448.0,1280969.0,59.0,1727.0
Gowalla,ASAP,11,11,0.8,62.7443,60.3873,2.2559,0.7242,6540.0,5820.0,1280969.0,59.0,1727.0
Gowalla,ASAP,12,12,0.8,66.3794,63.8311,2.4426,0.5979,5213.0,4711.0,1280969.0,58.0,1727.0
Gowalla,ASAP,20,20,0.8,63.0888,61.9783,1.0084,0.0719,1121.0,1110.0,1280969.0,0.0,0.0
Gowalla,ASAP,30,30,0.8,62.6361,61.915,0.6674,0.0074,176.0,176.0,1280969.0,0.0,0.0
Gowalla,ASAP,40,40,0.8,63.272,62.6114,0.6247,0.0,0.0,0.0,1280969.0,0.0,0.0
Gowalla,ASAP,50,50,0.8,63.0524,62.3692,0.629,0.0,0.0,0.0,1280969.0,0.0,0.0
Gowalla,ASAP,60,60,0.8,62.9826,62.3115,0.6165,0.0,0.0,0.0,1280969.0,0.0,0.0
Gowalla,ASAP,70,70,0.8,63.9928,63.2928,0.6433,0.0,0.0,0.0,1280969.0,0.0,0.0
House_bills,naive,3,3,0.8,14.833,14.7418,0.0874,0.0735,3.0,1491.0,60987.0,1491.0,60986.0
House_bills,naive,5,5,0.8,15.2026,15.1031,0.0959,0.0825,12.0,1486.0,60987.0,1486.0,60981.0
House_bills,naive,10,10,0.8,17.1448,14.7085,2.4337,2.4223,500.0,1439.0,60987.0,1436.0,60525.0
House_bills,naive,15,15,0.8,21.1304,14.6967,6.4304,6.4121,1032.0,1373.0,60987.0,1359.0,59006.0
House_bills,naive,20,20,0.8,25.3943,14.7998,10.5911,10.5638,1381.0,1314.0,60987.0,1294.0,56297.0
House_bills,naive,25,25,0.8,25.9323,14.7185,11.2105,11.1812,1379.0,1287.0,60987.0,1269.0,54914.0
House_bills,naive,30,30,0.8,24.0356,14.6953,9.3372,9.3073,1072.0,1258.0,60987.0,1238.0,53526.0
House_bills,naive,35,35,0.8,28.2648,14.8089,13.4534,13.4202,1436.0,1225.0,60987.0,1205.0,51556.0
House_bills,naive,40,40,0.8,32.1362,14.6297,17.5038,17.4579,1720.0,1194.0,60987.0,1160.0,49046.0
House_bills,naive,45,45,0.8,34.5628,15.099,19.4613,19.4129,1860.0,1156.0,60987.0,1121.0,46651.0
House_bills,naive,50,50,0.8,37.1061,14.9611,22.142,22.086,1979.0,1110.0,60987.0,1073.0,45496.0
House_bills,naive,60,60,0.8,48.0425,15.0497,32.9901,32.9056,2743.0,1027.0,60987.0,929.0,39481.0
House_bills,naive,70,70,0.8,42.8661,15.1027,27.7602,27.6762,2264.0,964.0,60987.0,881.0,38290.0
House_bills,ASAP,3,3,0.8,14.0668,14.0068,0.056,0.0469,3.0,1491.0,60987.0,1491.0,60986.0
House_bills,ASAP,5,5,0.8,14.7661,14.7024,0.0597,0.0504,11.0,1486.0,60987.0,1486.0,60981.0
House_bills,ASAP,10,10,0.8,16.0805,14.3528,1.7239,1.6955,364.0,1439.0,60987.0,1436.0,60525.0
House_bills,ASAP,15,15,0.8,17.4661,14.4712,2.9884,2.9375,487.0,1373.0,60987.0,1359.0,59006.0
House_bills,ASAP,20,20,0.8,18.2636,14.7189,3.5379,3.4665,503.0,1314.0,60987.0,1294.0,56297.0
House_bills,ASAP,25,25,0.8,18.4672,14.8178,3.6427,3.5661,499.0,1287.0,60987.0,1269.0,54914.0
House_bills,ASAP,30,30,0.8,18.5939,14.6773,3.9101,3.837,492.0,1258.0,60987.0,1238.0,53526.0
House_bills,ASAP,35,35,0.8,19.3543,14.9287,4.4214,4.3277,535.0,1225.0,60987.0,1205.0,51556.0
House_bills,ASAP,40,40,0.8,20.7787,14.8848,5.8879,5.7753,677.0,1194.0,60987.0,1160.0,49046.0
House_bills,ASAP,45,45,0.8,21.1639,14.7066,6.4533,6.3208,731.0,1156.0,60987.0,1121.0,46651.0
House_bills,ASAP,50,50,0.8,22.6648,14.7661,7.8926,7.7581,799.0,1110.0,60987.0,1073.0,45496.0
House_bills,ASAP,60,60,0.8,27.6637,14.7704,12.8873,12.6068,1224.0,1027.0,60987.0,929.0,39481.0
House_bills,ASAP,70,70,0.8,27.2758,15.0021,12.2678,12.0706,1103.0,964.0,60987.0,881.0,38290.0
Insta_cart,naive,3,3,0.8,345.0045,242.3088,102.4916,101.8701,12020.0,40627.0,3346083.0,40600.0,3336208.0
Insta_cart,naive,5,5,0.8,417.1665,245.8992,171.0628,170.1739,26089.0,30753.0,3346083.0,30662.0,3301411.0
Insta_cart,naive,7,7,0.8,489.6795,246.821,242.6553,241.4338,34494.0,24537.0,3346083.0,24295.0,3245349.0
Insta_cart,naive,10,10,0.8,620.1173,247.7078,372.2052,370.2487,45802.0,18499.0,3346083.0,17923.0,3118284.0
Insta_cart,naive,20,20,0.8,1156.9736,255.8634,900.9112,893.9685,74393.0,9495.0,3346083.0,6934.0,2275147.0
Insta_cart,naive,25,25,0.8,726.0237,235.3155,490.5119,484.7482,39836.0,7419.0,3346083.0,5394.0,2090320.0
Insta_cart,naive,30,30,0.8,815.8703,264.6847,550.986,543.4163,35953.0,6004.0,3346083.0,4261.0,1909097.0
Insta_cart,naive,35,35,0.8,724.1284,245.7585,478.1622,471.2796,33226.0,4998.0,3346083.0,3278.0,1689639.0
Insta_cart,naive,40,40,0.8,652.6294,270.4263,382.0123,373.8383,25849.0,4215.0,3346083.0,2497.0,1436135.0
Insta_cart,naive,45,45,0.8,1126.7255,250.3055,876.2395,858.9896,65194.0,3576.0,3346083.0,0.0,0.0
Insta_cart,naive,50,50,0.8,467.1526,276.2364,190.7343,175.9018,15938.0,3120.0,3346083.0,0.0,0.0
Insta_cart,naive,60,60,0.8,372.2465,282.0038,90.0609,76.6569,7766.0,2402.0,3346083.0,0.0,0.0
Insta_cart,naive,70,70,0.8,345.3158,288.3215,56.8217,44.7368,5002.0,1835.0,3346083.0,0.0,0.0
Insta_cart,ASAP,3,3,0.8,339.513,246.2177,92.8976,90.1006,11349.0,40627.0,3346083.0,40600.0,3336208.0
Insta_cart,ASAP,5,5,0.8,359.358,242.988,115.9815,113.0826,23191.0,30753.0,3346083.0,30662.0,3301411.0
Insta_cart,ASAP,7,7,0.8,366.4241,247.5278,118.502,115.5619,23658.0,24537.0,3346083.0,24295.0,3245349.0
Insta_cart,ASAP,10,10,0.8,367.7905,249.7927,117.5999,114.0265,22435.0,18499.0,3346083.0,17923.0,3118284.0
Insta_cart,ASAP,20,20,0.8,478.6765,256.5291,221.7552,212.221,28007.0,9495.0,3346083.0,6934.0,2275147.0
Insta_cart,ASAP,25,25,0.8,447.1241,254.5552,192.1652,182.3282,18702.0,7419.0,3346083.0,5394.0,2090320.0
Insta_cart,ASAP,30,30,0.8,432.3673,258.2859,173.7084,164.4242,15541.0,6004.0,3346083.0,4261.0,1909097.0
Insta_cart,ASAP,35,35,0.8,442.5765,246.1773,196.0146,186.4449,15859.0,4998.0,3346083.0,3278.0,1689639.0
Insta_cart,ASAP,40,40,0.8,479.1591,271.1324,207.7321,196.4374,14810.0,4215.0,3346083.0,2497.0,1436135.0
Insta_cart,ASAP,45,45,0.8,810.761,247.3441,563.0752,541.5921,45931.0,3576.0,3346083.0,0.0,0.0
Insta_cart,ASAP,50,50,0.8,464.1296,275.6492,188.1992,169.4242,13044.0,3120.0,3346083.0,0.0,0.0
Insta_cart,ASAP,60,60,0.8,366.6914,280.4518,85.9588,69.3547,5545.0,2402.0,3346083.0,0.0,0.0
Insta_cart,ASAP,70,70,0.8,335.6108,283.3316,52.0303,37.4092,3243.0,1835.0,3346083.0,0.0,0.0
Kosarak,naive,3,3,0.8,213.7245,117.1755,96.5138,96.3157,7483.0,22031.0,990002.0,21901.0,967003.0
Kosarak,naive,5,5,0.8,242.6789,121.3725,121.2696,120.9767,11580.0,15240.0,990002.0,15078.0,926692.0
Kosarak,naive,7,7,0.8,254.7333,117.5419,137.1562,136.8462,12640.0,12874.0,990002.0,12672.0,902953.0
Kosarak,naive,10,10,0.8,304.3862,118.0097,186.3416,185.9793,15667.0,10538.0,990002.0,10163.0,875699.0
Kosarak,naive,15,15,0.8,439.7964,121.8829,317.8762,317.2365,20999.0,8406.0,990002.0,7857.0,847768.0
Kosarak,naive,20,20,0.8,586.8723,120.7737,466.0639,465.4334,29895.0,7042.0,990002.0,6024.0,817262.0
Kosarak,naive,25,25,0.8,819.4789,122.9881,696.4348,695.227,35135.0,6076.0,990002.0,5090.0,790941.0
Kosarak,naive,30,30,0.8,564.1217,122.7565,441.3309,440.0225,26291.0,5414.0,990002.0,4635.0,741282.0
Kosarak,naive,35,35,0.8,496.315,126.0653,370.2141,369.2398,22072.0,4873.0,990002.0,4228.0,674309.0
Kosarak,naive,40,40,0.8,424.0052,125.1178,298.8519,297.643,17795.0,4558.0,990002.0,3988.0,665851.0
Kosarak,naive,45,45,0.8,511.8402,128.1768,383.6098,382.2078,21885.0,4247.0,990002.0,3733.0,653960.0
Kosarak,naive,50,50,0.8,420.0463,127.4038,292.6079,291.596,17342.0,3992.0,990002.0,3524.0,641931.0
Kosarak,naive,60,60,0.8,546.0328,130.2029,415.7949,414.4442,26363.0,3598.0,990002.0,2903.0,586107.0
Kosarak,naive,70,70,0.8,325.8726,132.8416,192.9961,188.9159,19031.0,3316.0,990002.0,348.0,164955.0
Kosarak,ASAP,3,3,0.8,181.6404,113.9583,67.6235,66.0478,6503.0,22031.0,990002.0,21901.0,967003.0
Kosarak,ASAP,5,5,0.8,201.1882,114.6177,86.5117,84.7651,10190.0,15240.0,990002.0,15078.0,926692.0
Kosarak,ASAP,7,7,0.8,201.0793,114.6685,86.3541,84.7826,10448.0,12874.0,990002.0,12672.0,902953.0
Kosarak,ASAP,10,10,0.8,203.9532,116.4838,87.4117,85.9116,10036.0,10538.0,990002.0,10163.0,875699.0
Kosarak,ASAP,15,15,0.8,204.7151,116.6127,88.0463,86.5275,8943.0,8406.0,990002.0,7857.0,847768.0
Kosarak,ASAP,20,20,0.8,213.2532,117.6328,95.5631,93.7683,9417.0,7042.0,990002.0,6024.0,817262.0
Kosarak,ASAP,25,25,0.8,218.6932,118.7485,99.8884,97.8088,8580.0,6076.0,990002.0,5090.0,790941.0
Kosarak,ASAP,30,30,0.8,221.49,119.5803,101.8537,99.4356,7368.0,5414.0,990002.0,4635.0,741282.0
Kosarak,ASAP,35,35,0.8,212.7487,121.9167,90.7715,88.8944,6070.0,4873.0,990002.0,4228.0,674309.0
Kosarak,ASAP,40,40,0.8,206.8302,123.0456,83.7283,81.5936,5407.0,4558.0,990002.0,3988.0,665851.0
Kosarak,ASAP,45,45,0.8,210.9446,125.9351,84.9332,82.5016,5461.0,4247.0,990002.0,3733.0,653960.0
Kosarak,ASAP,50,50,0.8,207.0627,125.6408,81.3656,79.5735,5205.0,3992.0,990002.0,3524.0,641931.0
Kosarak,ASAP,60,60,0.8,239.9251,127.4502,112.4191,110.0471,7344.0,3598.0,990002.0,2903.0,586107.0
Kosarak,ASAP,70,70,0.8,260.5022,128.0408,132.4054,127.9671,11126.0,3316.0,990002.0,348.0,164955.0
Ndc,naive,3,3,0.8,0.496,0.3212,0.1743,0.1676,1389.0,1189.0,9906.0,1099.0,5339.0
Ndc,naive,5,5,0.8,0.5227,0.3306,0.1917,0.1827,1310.0,680.0,9906.0,597.0,3711.0
Ndc,naive,7,7,0.8,0.5718,0.3347,0.2367,0.2201,2291.0,451.0,9906.0,184.0,1102.0
Ndc,naive,10,10,0.8,0.411,0.3527,0.058,0.0434,675.0,274.0,9906.0,61.0,314.0
Ndc,naive,20,20,0.8,0.3852,0.3755,0.0095,0.001,58.0,29.0,9906.0,0.0,0.0
Ndc,naive,30,30,0.8,0.3915,0.3856,0.0057,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,naive,40,40,0.8,0.3875,0.3816,0.0057,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,naive,50,50,0.8,0.4272,0.4206,0.0063,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,naive,60,60,0.8,0.3872,0.3812,0.0057,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,naive,70,70,0.8,0.39,0.384,0.0057,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,ASAP,3,3,0.8,0.4218,0.3189,0.102,0.0871,939.0,1189.0,9906.0,1099.0,5339.0
Ndc,ASAP,5,5,0.8,0.4195,0.3307,0.0882,0.0725,731.0,680.0,9906.0,597.0,3711.0
Ndc,ASAP,7,7,0.8,0.494,0.3348,0.1587,0.129,1336.0,451.0,9906.0,184.0,1102.0
Ndc,ASAP,10,10,0.8,0.4002,0.3464,0.0535,0.034,462.0,274.0,9906.0,61.0,314.0
Ndc,ASAP,20,20,0.8,0.3869,0.3761,0.0106,0.0004,29.0,29.0,9906.0,0.0,0.0
Ndc,ASAP,30,30,0.8,0.3912,0.3849,0.006,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,ASAP,40,40,0.8,0.3888,0.3825,0.006,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,ASAP,50,50,0.8,0.3902,0.3837,0.0062,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,ASAP,60,60,0.8,0.3906,0.3843,0.0061,0.0,0.0,0.0,9906.0,0.0,0.0
Ndc,ASAP,70,70,0.8,0.3901,0.3839,0.006,0.0,0.0,0.0,9906.0,0.0,0.0
Senate_bills,naive,3,3,0.8,1.0601,1.0531,0.0052,0.0,0.0,292.0,29157.0,292.0,29157.0
Senate_bills,naive,4,4,0.8,1.0485,1.0419,0.0048,0.0,0.0,292.0,29157.0,292.0,29157.0
Senate_bills,naive,5,5,0.8,1.0515,1.0447,0.005,0.0,0.0,291.0,29157.0,291.0,29157.0
Senate_bills,naive,6,6,0.8,1.0708,1.0417,0.0273,0.0224,5.0,289.0,29157.0,289.0,29154.0
Senate_bills,naive,7,7,0.8,1.1067,1.0603,0.0445,0.0392,9.0,287.0,29157.0,287.0,29150.0
Senate_bills,naive,8,8,0.8,1.1096,1.063,0.0448,0.0394,9.0,287.0,29157.0,287.0,29150.0
Senate_bills,naive,9,9,0.8,1.153,1.0529,0.0984,0.093,25.0,285.0,29157.0,285.0,29139.0
Senate_bills,naive,10,10,0.8,1.1636,1.0606,0.1012,0.0957,25.0,285.0,29157.0,285.0,29139.0
Senate_bills,naive,11,11,0.8,1.1826,1.0498,0.1309,0.1257,41.0,284.0,29157.0,284.0,29060.0
Senate_bills,naive,12,12,0.8,1.2084,1.049,0.1575,0.1521,49.0,283.0,29157.0,283.0,29054.0
Senate_bills,naive,20,20,0.8,1.26,1.0591,0.199,0.1932,77.0,281.0,29157.0,281.0,29013.0
Senate_bills,naive,30,30,0.8,1.6452,1.0811,0.5622,0.5557,228.0,265.0,29157.0,264.0,28457.0
Senate_bills,naive,40,40,0.8,2.6583,1.1015,1.5549,1.5367,658.0,244.0,29157.0,203.0,22957.0
Senate_bills,naive,50,50,0.8,1.8984,1.1218,0.7748,0.7605,275.0,198.0,29157.0,193.0,22330.0
Senate_bills,naive,60,60,0.8,2.8419,1.1415,1.6985,1.674,674.0,182.0,29157.0,155.0,18193.0
Senate_bills,naive,70,70,0.8,1.7186,1.2736,0.4434,0.3834,282.0,101.0,29157.0,0.0,0.0
Senate_bills,ASAP,3,3,0.8,1.0578,1.0506,0.0052,0.0,0.0,292.0,29157.0,292.0,29157.0
Senate_bills,ASAP,4,4,0.8,1.0641,1.057,0.0053,0.0,0.0,292.0,29157.0,292.0,29157.0
Senate_bills,ASAP,5,5,0.8,1.0687,1.0614,0.0053,0.0,0.0,291.0,29157.0,291.0,29157.0
Senate_bills,ASAP,6,6,0.8,1.0895,1.0583,0.0293,0.0237,5.0,289.0,29157.0,289.0,29154.0
Senate_bills,ASAP,7,7,0.8,1.1002,1.0616,0.0366,0.0308,7.0,287.0,29157.0,287.0,29150.0
Senate_bills,ASAP,8,8,0.8,1.0865,1.0483,0.0364,0.0306,7.0,287.0,29157.0,287.0,29150.0
Senate_bills,ASAP,9,9,0.8,1.1471,1.0551,0.09,0.0837,22.0,285.0,29157.0,285.0,29139.0
Senate_bills,ASAP,10,10,0.8,1.1595,1.0663,0.0913,0.0849,22.0,285.0,29157.0,285.0,29139.0
Senate_bills,ASAP,11,11,0.8,1.1788,1.0517,0.1253,0.1184,38.0,284.0,29157.0,284.0,29060.0
Senate_bills,ASAP,12,12,0.8,1.2099,1.0567,0.1513,0.1443,45.0,283.0,29157.0,283.0,29054.0
Senate_bills,ASAP,20,20,0.8,1.2395,1.0514,0.1861,0.1788,72.0,281.0,29157.0,281.0,29013.0
Senate_bills,ASAP,30,30,0.8,1.5346,1.1208,0.4119,0.3994,164.0,265.0,29157.0,264.0,28457.0
Senate_bills,ASAP,40,40,0.8,1.8614,1.112,0.7474,0.7106,336.0,244.0,29157.0,203.0,22957.0
Senate_bills,ASAP,50,50,0.8,1.6509,1.1165,0.5325,0.5093,194.0,198.0,29157.0,193.0,22330.0
Senate_bills,ASAP,60,60,0.8,2.0102,1.1285,0.8798,0.8329,342.0,182.0,29157.0,155.0,18193.0
Senate_bills,ASAP,70,70,0.8,1.6188,1.2554,0.3617,0.2815,198.0,101.0,29157.0,0.0,0.0
